2007-03-30,177,95
2007-03-31,122,77
2007-04-01,78,104
2007-04-02,117,80
2007-04-03,113,89
2007-04-04,137,66
2007-04-05,143,104
2007-04-06,171,137
2007-04-07,125,130
2007-04-08,101,133
2007-04-09,81,94
2007-04-10,162,90
2007-04-11,157,89
2007-04-12,133,109
2007-04-13,126,112
2007-04-14,123,120
2007-04-15,95,106
2007-04-16,114,90
2007-04-17,136,94
2007-04-18,140,95
2007-04-19,119,107
2007-04-20,174,123
2007-04-21,131,133
2007-04-22,118,121
2007-04-23,128,91
2007-04-24,131,104
2007-04-25,163,100
2007-04-26,143,107
2007-04-27,160,108
2007-04-28,137,113
2007-04-29,93,97
2007-04-30,124,105
2007-05-01,96,94
2007-05-02,164,105
2007-05-03,146,84
2007-05-04,157,104
2007-05-05,112,111
2007-05-06,111,103
2007-05-07,98,78
2007-05-08,97,68
2007-05-09,142,87
2007-05-10,120,76
2007-05-11,166,102
2007-05-12,110,107
2007-05-13,94,114
2007-05-14,150,92
2007-05-15,126,84
2007-05-16,150,98
2007-05-17,85,97
2007-05-18,131,108
2007-05-19,98,120
2007-05-20,101,94
2007-05-21,134,84
2007-05-22,149,95
2007-05-23,121,107
2007-05-24,135,94
2007-05-25,156,132
2007-05-26,109,110
2007-05-27,117,95
2007-05-28,103,92
2007-05-29,157,98
2007-05-30,162,107
2007-05-31,152,95
2007-06-01,146,123
2007-06-02,108,124
2007-06-03,84,75
2007-06-04,127,91
2007-06-05,147,93
2007-06-06,163,128
2007-06-07,132,109
2007-06-08,164,120
2007-06-09,132,147
2007-06-10,127,123
2007-06-11,146,97
2007-06-12,158,119
2007-06-13,153,117
2007-06-14,146,99
2007-06-15,208,129
2007-06-16,161,141
2007-06-17,111,95
2007-06-18,120,80
2007-06-19,159,114
2007-06-20,144,103
2007-06-21,155,113
2007-06-22,198,145
2007-06-23,111,125
2007-06-24,103,98
2007-06-25,145,104
2007-06-26,150,93
2007-06-27,114,105
2007-06-28,151,99
2007-06-29,177,111
2007-06-30,114,116
2007-07-01,88,115
2007-07-02,121,106
2007-07-03,169,112
2007-07-04,157,113
2007-07-05,149,94
2007-07-06,157,148
2007-07-07,128,151
2007-07-08,100,111
2007-07-09,140,90
2007-07-10,149,105
2007-07-11,127,94
2007-07-12,139,101
2007-07-13,141,139
2007-07-14,84,153
2007-07-15,103,125
2007-07-16,135,96
2007-07-17,140,116
2007-07-18,128,106
2007-07-19,118,110
2007-07-20,139,105
2007-07-21,116,119
2007-07-22,75,120
2007-07-23,154,99
2007-07-24,106,91
2007-07-25,110,111
2007-07-26,121,117
2007-07-27,138,139
2007-07-28,108,101
2007-07-29,94,103
2007-07-30,110,96
2007-07-31,125,117
2007-08-01,113,96
2007-08-02,108,96
2007-08-03,138,130
2007-08-04,105,132
2007-08-05,75,113
2007-08-06,101,89
2007-08-07,108,94
2007-08-08,102,87
2007-08-09,87,101
2007-08-10,112,99
2007-08-11,85,124
2007-08-12,67,90
2007-08-13,90,82
2007-08-14,103,109
2007-08-15,80,74
2007-08-16,96,88
2007-08-17,122,84
2007-08-18,81,115
2007-08-19,76,91
2007-08-20,122,87
2007-08-21,103,84
2007-08-22,115,89
2007-08-23,124,104
2007-08-24,95,97
2007-08-25,105,105
2007-08-26,75,103
2007-08-27,114,85
2007-08-28,120,84
2007-08-29,121,82
2007-08-30,129,91
2007-08-31,133,125
2007-09-01,98,122
2007-09-02,76,111
2007-09-03,113,89
2007-09-04,152,104
2007-09-05,153,84
2007-09-06,133,102
2007-09-07,139,119
2007-09-08,152,140
2007-09-09,87,106
2007-09-10,117,92
2007-09-11,151,102
2007-09-12,148,126
2007-09-13,160,120
2007-09-14,177,135
2007-09-15,109,148
2007-09-16,98,115
2007-09-17,153,100
2007-09-18,177,87
2007-09-19,160,108
2007-09-20,184,104
2007-09-21,192,109
2007-09-22,111,137
2007-09-23,94,119
2007-09-24,159,85
2007-09-25,154,107
2007-09-26,184,76
2007-09-27,136,82
2007-09-28,226,134
2007-09-29,130,119
2007-09-30,103,91
2007-10-01,149,93
2007-10-02,138,90
2007-10-03,167,94
2007-10-04,143,94
2007-10-05,168,136
2007-10-06,136,126
2007-10-07,106,112
2007-10-08,157,100
2007-10-09,148,82
2007-10-10,172,104
2007-10-11,160,96
2007-10-12,173,133
2007-10-13,137,94
2007-10-14,118,110
2007-10-15,138,110
2007-10-16,169,120
2007-10-17,163,108
2007-10-18,170,118
2007-10-19,192,126
2007-10-20,123,116
2007-10-21,116,86
2007-10-22,150,92
2007-10-23,155,110
2007-10-24,158,90
2007-10-25,133,117
2007-10-26,177,109
2007-10-27,106,125
2007-10-28,89,97
2007-10-29,179,93
2007-10-30,149,86
2007-10-31,162,105
2007-11-01,77,84
2007-11-02,121,84
2007-11-03,90,86
2007-11-04,68,75
2007-11-05,129,96
2007-11-06,128,91
2007-11-07,121,102
2007-11-08,169,94
2007-11-09,195,102
2007-11-10,129,111
2007-11-11,89,99
2007-11-12,146,87
2007-11-13,159,92
2007-11-14,172,108
2007-11-15,183,121
2007-11-16,210,107
2007-11-17,134,108
2007-11-18,83,79
2007-11-19,178,104
2007-11-20,196,84
2007-11-21,187,128
2007-11-22,188,119
2007-11-23,172,127
2007-11-24,137,97
2007-11-25,94,92
2007-11-26,128,97
2007-11-27,157,83
2007-11-28,145,97
2007-11-29,159,93
2007-11-30,156,101
2007-12-01,152,99
2007-12-02,93,72
2007-12-03,172,92
