date,accident_grave
2005-01-01,0.5166666666666667
2005-01-02,0.43795620437956206
2005-01-03,0.44017094017094016
2005-01-04,0.43010752688172044
2005-01-05,0.3111111111111111
2005-01-06,0.39501779359430605
2005-01-07,0.41697416974169743
2005-01-08,0.44221105527638194
2005-01-09,0.47560975609756095
2005-01-10,0.3702290076335878
2005-01-11,0.39344262295081966
2005-01-12,0.3992932862190813
2005-01-13,0.38996138996138996
2005-01-14,0.45674740484429066
2005-01-15,0.40707964601769914
2005-01-16,0.43790849673202614
2005-01-17,0.3788546255506608
2005-01-18,0.3879598662207358
2005-01-19,0.37583892617449666
2005-01-20,0.36293436293436293
2005-01-21,0.4574468085106383
2005-01-22,0.42857142857142855
2005-01-23,0.38285714285714284
2005-01-24,0.3588516746411483
2005-01-25,0.3869346733668342
2005-01-26,0.3607305936073059
2005-01-27,0.40414507772020725
2005-01-28,0.3888888888888889
2005-01-29,0.4864864864864865
2005-01-30,0.44776119402985076
2005-01-31,0.3641025641025641
2005-02-01,0.3397129186602871
2005-02-02,0.4225352112676056
2005-02-03,0.3220338983050847
2005-02-04,0.4263565891472868
2005-02-05,0.4950980392156863
2005-02-06,0.4791666666666667
2005-02-07,0.38461538461538464
2005-02-08,0.35944700460829493
2005-02-09,0.41517857142857145
2005-02-10,0.3721973094170404
2005-02-11,0.3738019169329074
2005-02-12,0.31718061674008813
2005-02-13,0.47058823529411764
2005-02-14,0.37438423645320196
2005-02-15,0.37799043062200954
2005-02-16,0.29518072289156627
2005-02-17,0.3615819209039548
2005-02-18,0.405
2005-02-19,0.36574074074074076
2005-02-20,0.4452054794520548
2005-02-21,0.4161490683229814
2005-02-22,0.40476190476190477
2005-02-23,0.32967032967032966
2005-02-24,0.378698224852071
2005-02-25,0.37264150943396224
2005-02-26,0.47282608695652173
2005-02-27,0.3732394366197183
2005-02-28,0.425
2005-03-01,0.33513513513513515
2005-03-02,0.32044198895027626
2005-03-03,0.3915343915343915
2005-03-04,0.3881278538812785
2005-03-05,0.44385026737967914
2005-03-06,0.41333333333333333
2005-03-07,0.3393939393939394
2005-03-08,0.34759358288770054
2005-03-09,0.41420118343195267
2005-03-10,0.3387096774193548
2005-03-11,0.3274336283185841
2005-03-12,0.37962962962962965
2005-03-13,0.5088757396449705
2005-03-14,0.39285714285714285
2005-03-15,0.3755868544600939
2005-03-16,0.42857142857142855
2005-03-17,0.4581673306772908
2005-03-18,0.3941368078175896
2005-03-19,0.46808510638297873
2005-03-20,0.47280334728033474
2005-03-21,0.41208791208791207
2005-03-22,0.3360995850622407
2005-03-23,0.3925925925925926
2005-03-24,0.3403361344537815
2005-03-25,0.36462093862815886
2005-03-26,0.3392070484581498
2005-03-27,0.4293193717277487
2005-03-28,0.39849624060150374
2005-03-29,0.32407407407407407
2005-03-30,0.36283185840707965
2005-03-31,0.33636363636363636
2005-04-01,0.42214532871972316
2005-04-02,0.375
2005-04-03,0.4635416666666667
2005-04-04,0.3951219512195122
2005-04-05,0.3577586206896552
2005-04-06,0.37398373983739835
2005-04-07,0.29098360655737704
2005-04-08,0.3445692883895131
2005-04-09,0.4030612244897959
2005-04-10,0.4110429447852761
2005-04-11,0.36363636363636365
2005-04-12,0.3317757009345794
2005-04-13,0.3103448275862069
2005-04-14,0.35714285714285715
2005-04-15,0.3916349809885932
2005-04-16,0.38095238095238093
2005-04-17,0.47530864197530864
2005-04-18,0.3121951219512195
2005-04-19,0.3853658536585366
2005-04-20,0.39593908629441626
2005-04-21,0.4393939393939394
2005-04-22,0.3549618320610687
2005-04-23,0.4587628865979381
2005-04-24,0.5174418604651163
2005-04-25,0.42857142857142855
2005-04-26,0.3739130434782609
2005-04-27,0.4424778761061947
2005-04-28,0.3918918918918919
2005-04-29,0.45104895104895104
2005-04-30,0.4131944444444444
2005-05-01,0.5394190871369294
2005-05-02,0.4110169491525424
2005-05-03,0.3514644351464435
2005-05-04,0.37209302325581395
2005-05-05,0.44680851063829785
2005-05-06,0.37339055793991416
2005-05-07,0.4144144144144144
2005-05-08,0.35714285714285715
2005-05-09,0.3632286995515695
2005-05-10,0.3319327731092437
2005-05-11,0.39114391143911437
2005-05-12,0.39759036144578314
2005-05-13,0.39568345323741005
2005-05-14,0.40076335877862596
2005-05-15,0.4444444444444444
2005-05-16,0.35406698564593303
2005-05-17,0.3389830508474576
2005-05-18,0.3970037453183521
2005-05-19,0.3527272727272727
2005-05-20,0.3605015673981191
2005-05-21,0.41409691629955947
2005-05-22,0.4027777777777778
2005-05-23,0.35545023696682465
2005-05-24,0.4308300395256917
2005-05-25,0.356401384083045
2005-05-26,0.38235294117647056
2005-05-27,0.4381720430107527
2005-05-28,0.41566265060240964
2005-05-29,0.44140625
2005-05-30,0.3735408560311284
2005-05-31,0.3903345724907063
2005-06-01,0.44802867383512546
2005-06-02,0.42913385826771655
2005-06-03,0.3712574850299401
2005-06-04,0.46715328467153283
2005-06-05,0.5288888888888889
2005-06-06,0.36099585062240663
2005-06-07,0.40458015267175573
2005-06-08,0.42857142857142855
2005-06-09,0.33090909090909093
2005-06-10,0.41455696202531644
2005-06-11,0.450354609929078
2005-06-12,0.46511627906976744
2005-06-13,0.43820224719101125
2005-06-14,0.40350877192982454
2005-06-15,0.3772893772893773
2005-06-16,0.3885135135135135
2005-06-17,0.3580645161290323
2005-06-18,0.46984126984126984
2005-06-19,0.5399239543726235
2005-06-20,0.4666666666666667
2005-06-21,0.367601246105919
2005-06-22,0.42671009771986973
2005-06-23,0.4139194139194139
2005-06-24,0.4514285714285714
2005-06-25,0.5051903114186851
2005-06-26,0.5413533834586466
2005-06-27,0.4032258064516129
2005-06-28,0.378839590443686
2005-06-29,0.35034013605442177
2005-06-30,0.42028985507246375
2005-07-01,0.44518272425249167
2005-07-02,0.4963235294117647
2005-07-03,0.5408560311284046
2005-07-04,0.4666666666666667
2005-07-05,0.43873517786561267
2005-07-06,0.436
2005-07-07,0.4900398406374502
2005-07-08,0.4676258992805755
2005-07-09,0.5054945054945055
2005-07-10,0.5441860465116279
2005-07-11,0.44155844155844154
2005-07-12,0.4513888888888889
2005-07-13,0.48333333333333334
2005-07-14,0.5688888888888889
2005-07-15,0.49377593360995853
2005-07-16,0.4835680751173709
2005-07-17,0.547085201793722
2005-07-18,0.4246575342465753
2005-07-19,0.4911504424778761
2005-07-20,0.5109170305676856
2005-07-21,0.45161290322580644
2005-07-22,0.4860557768924303
2005-07-23,0.4978540772532189
2005-07-24,0.6161137440758294
2005-07-25,0.45662100456621
2005-07-26,0.4951923076923077
2005-07-27,0.4939271255060729
2005-07-28,0.4657039711191336
2005-07-29,0.5062893081761006
2005-07-30,0.5186567164179104
2005-07-31,0.538860103626943
2005-08-01,0.44607843137254904
2005-08-02,0.4977578475336323
2005-08-03,0.4605809128630705
2005-08-04,0.46798029556650245
2005-08-05,0.5646551724137931
2005-08-06,0.6027397260273972
2005-08-07,0.5879120879120879
2005-08-08,0.4957983193277311
2005-08-09,0.5047169811320755
2005-08-10,0.4953271028037383
2005-08-11,0.5148514851485149
2005-08-12,0.5194805194805194
2005-08-13,0.5879629629629629
2005-08-14,0.5652173913043478
2005-08-15,0.5588235294117647
2005-08-16,0.5446808510638298
2005-08-17,0.5025125628140703
2005-08-18,0.4846938775510204
2005-08-19,0.5053191489361702
2005-08-20,0.545045045045045
2005-08-21,0.58125
2005-08-22,0.5151515151515151
2005-08-23,0.43457943925233644
2005-08-24,0.5123152709359606
2005-08-25,0.4279475982532751
2005-08-26,0.4975369458128079
2005-08-27,0.541871921182266
2005-08-28,0.5777777777777777
2005-08-29,0.5213675213675214
2005-08-30,0.4826086956521739
2005-08-31,0.5120967741935484
2005-09-01,0.4782608695652174
2005-09-02,0.41901408450704225
2005-09-03,0.5198412698412699
2005-09-04,0.5527426160337553
2005-09-05,0.4410480349344978
2005-09-06,0.4259927797833935
2005-09-07,0.4621212121212121
2005-09-08,0.45627376425855515
2005-09-09,0.44680851063829785
2005-09-10,0.49280575539568344
2005-09-11,0.5277777777777778
2005-09-12,0.45627376425855515
2005-09-13,0.4148471615720524
2005-09-14,0.38427947598253276
2005-09-15,0.4224137931034483
2005-09-16,0.4633333333333333
2005-09-17,0.49794238683127573
2005-09-18,0.5672268907563025
2005-09-19,0.4377104377104377
2005-09-20,0.4296875
2005-09-21,0.5103448275862069
2005-09-22,0.4662379421221865
2005-09-23,0.39710144927536234
2005-09-24,0.6169354838709677
2005-09-25,0.5436893203883495
2005-09-26,0.464
2005-09-27,0.3979591836734694
2005-09-28,0.45121951219512196
2005-09-29,0.42803030303030304
2005-09-30,0.41483516483516486
2005-10-01,0.49295774647887325
2005-10-02,0.575107296137339
